,content,tags
63,"이석훈띠9월 행사도 야무지게 시작하시는군효!우리은행×세계최고×우리금융그룹에서 준비한 이벤트 기회!!!😃🖤👍2023. 9. 16(토) 우리모모콘!🎈<우리 모이면 모일수록 선한 힘이 커지는 콘서트>🎊제발 저도 100인에 들게 해주세요!!🥹🖤🙏🙏🙏🙏비나이다 비나이다! 아멘!!!댓글이벤트 참여하고 당첨되기를!!고대하고 기대하고 있게써요~~😍🖤🫶🫶🫶저의 선~~~~~ 한 덕생마음 헤아려쥬시길!!😚🫰#Repost @woorifg.official ——⠀⠀ #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드@lee.seokhoon 오빠가있어 행복해요 🖤 #이석훈#덕질 #덕생 #인생 #일상 #소통","['#Repost', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드@lee.seokhoon', '#이석훈', '#덕질', '#덕생', '#인생', '#일상', '#소통']"
64,붕붕이 줄이고 많이 걸어다니려고 노력중✌🏻,[]
65,"#Repost @woorifg.official #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드#비 #RAIN #정지훈 #jungjihoon #rain_oppa #가수비 #월드스타#레인컴퍼니 #RainCompany","['#Repost', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드', '#비', '#RAIN', '#정지훈', '#jungjihoon', '#rain_oppa', '#가수비', '#월드스타', '#레인컴퍼니', '#RainCompany']"
66,"Woori Momocon line up: @rain_oppa will perform on 16 September!!Venue: Seoul Nanji Han River Park Youth SquareTime: 11.00 - 21.00#비 #가수비 #정지훈 #시즌비시즌 #먹보와털보 #고스트닥터 #'화인가 스캔들#rain #jungjihoon #seasonbseason#theHungryandtheHairy#ghostdoctor #redswan Posted @withregram • @woorifg.official ⠀⠀ #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드","['#비', '#가수비', '#정지훈', '#시즌비시즌', '#먹보와털보', '#고스트닥터', ""#'화인가"", '#rain', '#jungjihoon', '#seasonbseason', '#theHungryandtheHairy', '#ghostdoctor', '#redswan', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드']"
67,"인생네컷 포천송우리점 인생네컷 촬영권 받고 싶은 10대 주목!🙋‍♀️‘우리틴틴’에 가입만 하면,✨인생네컷 촬영권✨을 준다고 함◽이벤트 기간: 7월 21일 ~ 12월 31일◽참여 대상자: 만 14~18세 내국인 청소년(*선착순 1만 명)👇가입하러 가기https://m.wooribank.com/mw/mws?withyou=MWCSC0007&cc=c029584:c029608&SEQ=3758#인생네컷 #우리은행 #우리틴틴 #life4cut #lifefourcut #송우리인생네컷 #송우리","['#인생네컷', '#우리은행', '#우리틴틴', '#life4cut', '#lifefourcut', '#송우리인생네컷', '#송우리']"
68,"💌우리 다문화 톡톡 리포트안녕하세요, 여러분!✨여섯 번째 톡톡 우수 리포트를 소개합니다.🔎우리 사회에서 다문화 수용성 지수는청소년들은 수용성 지수가 증가하는 반면,성인들의 수용성 지수는 점점 감소하는 추세라고 합니다.그래서, 오늘은 일상에서다문화 사회를 이해하고, 다문화 수용성 지수를 높이는 방안에 대해 소개해드리려 합니다. ✨바로 영화인데요!다문화 사회를 이해하는 방법 중영화는 학교 교육에서도 자주 사용된답니다.🎞톡톡리포터가 선정한 영화 3#마이리틀히어로#컬러풀웨딩즈#소속이외에도 다문화 사회를 다룬 다양한 영화들이 있답니다.영화를 통해, 우리 사회 속 다문화에 대해 다시 한번 생각해보는 시간을 가져보는 건 어떨까요?#우리다문화장학재단 #우리금융그룹 #우리다문화톡톡리포터","['#마이리틀히어로', '#컬러풀웨딩즈', '#소속이외에도', '#우리다문화장학재단', '#우리금융그룹', '#우리다문화톡톡리포터']"
69,"💌우리 다문화 톡톡 리포트안녕하세요, 여러분!✨여섯 번째 톡톡 우수 리포트를 소개합니다.🔎우리 사회에서 다문화 수용성 지수는청소년들은 수용성 지수가 증가하는 반면,성인들의 수용성 지수는 점점 감소하는 추세라고 합니다.그래서, 오늘은 일상에서다문화 사회를 이해하고, 다문화 수용성 지수를 높이는 방안에 대해 소개해드리려 합니다. ✨바로 영화인데요!다문화 사회를 이해하는 방법 중영화는 학교 교육에서도 자주 사용된답니다.🎞톡톡리포터가 선정한 영화 3#마이리틀히어로#컬러풀웨딩즈#소속이외에도 다문화 사회를 다룬 다양한 영화들이 있답니다.영화를 통해, 우리 사회 속 다문화에 대해 다시 한번 생각해보는 시간을 가져보는 건 어떨까요?#우리다문화장학재단 #우리금융그룹 #우리다문화톡톡리포터","['#마이리틀히어로', '#컬러풀웨딩즈', '#소속이외에도', '#우리다문화장학재단', '#우리금융그룹', '#우리다문화톡톡리포터']"
70,"💌우리 다문화 톡톡 리포트안녕하세요, 여러분!✨여섯 번째 톡톡 우수 리포트를 소개합니다.🔎우리 사회에서 다문화 수용성 지수는청소년들은 수용성 지수가 증가하는 반면,성인들의 수용성 지수는 점점 감소하는 추세라고 합니다.그래서, 오늘은 일상에서다문화 사회를 이해하고, 다문화 수용성 지수를 높이는 방안에 대해 소개해드리려 합니다. ✨바로 영화인데요!다문화 사회를 이해하는 방법 중영화는 학교 교육에서도 자주 사용된답니다.🎞톡톡리포터가 선정한 영화 3#마이리틀히어로#컬러풀웨딩즈#소속이외에도 다문화 사회를 다룬 다양한 영화들이 있답니다.영화를 통해, 우리 사회 속 다문화에 대해 다시 한번 생각해보는 시간을 가져보는 건 어떨까요?※포스터 출처:네이버영화#우리다문화장학재단 #우리금융그룹 #우리다문화톡톡리포터","['#마이리틀히어로', '#컬러풀웨딩즈', '#소속이외에도', '#우리다문화장학재단', '#우리금융그룹', '#우리다문화톡톡리포터']"
71,층간소음 저감매트 시공시10평대-한달 약 2만원대 매트시공20평대-한달 약 3만원대 매트시공30평대-한달 약 4~5만원대 매트시공☎️1533-9581#층간소음저감매트#소음저감매트#매트시공#국토부지원#우리은행,"['#층간소음저감매트', '#소음저감매트', '#매트시공', '#국토부지원', '#우리은행']"
72,숙소 루프탑 풍경 🧺🍃,[]
73,"9월 16일이요?생일 선물 주는건가? 😁😁하지만..당첨 되야 받을 수 있는 선물이네 🥹🥹우리 가족 여러분 모두를 초대합니다💙..라고 했으니저도 꼭 초대해주세요 🙏🏻🙏🏻#리그램 - @woorifg.official by @get_regrammer⠀⠀ #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드#이석훈 #leeseokhoon#가수이석훈","['#리그램', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드', '#이석훈', '#leeseokhoon', '#가수이석훈']"
74,"뽑아 주세요~~ 🙏 가고 싶어요 😂 #리그램 - @woorifg.official by @get_regrammer⠀⠀ #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드#이석훈 #sg위너비","['#리그램', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드', '#이석훈', '#sg위너비']"
75,"우리모모콘 응모완료💙💙꼭 가고 싶다🔥🔥#리그램 - @woorifg.official by @get_regrammer⠀⠀ #우리모모콘두구두구두구두구~우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드#스텔라장 #샘김 #치즈 #이석훈 #다빈치#국카스텐 #STAYC #비#카더가든 #펀치 #이무진 #폴킴 #WOODZ#에일리 #자이언티 #아이유#우리모모콘 #난지한강공원젊음의광장","['#리그램', '#우리모모콘두구두구두구두구~우리가', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드', '#스텔라장', '#샘김', '#치즈', '#이석훈', '#다빈치', '#국카스텐', '#STAYC', '#비', '#카더가든', '#펀치', '#이무진', '#폴킴', '#WOODZ', '#에일리', '#자이언티', '#아이유', '#우리모모콘', '#난지한강공원젊음의광장']"
76,"우리모모콘🎊2023.9.16(토)서울 난지한강공원 젊음의 광장#이석훈 #LEESEOKHOON #우리모모콘 #서울난지한강공원젊음의광장 #20230916#리그램 - @woorifg.official by @get_regrammer⠀⠀ #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드","['#이석훈', '#LEESEOKHOON', '#우리모모콘', '#서울난지한강공원젊음의광장', '#20230916', '#리그램', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드']"
77,"📍힌트 영상은 세번째 페이지❗repost via @instarepost20 from @woorifg.official ⠀⠀ #댓글이벤트 #우리모모콘두구두구두구두구~우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장—————————————✅ 2023 우리 모모콘 런칭 기념 #이벤트 ✅Q. 다음 중 ✨우리 모모콘의 뜻✨은 무엇일까요?①우리 모이면 모일수록 선한 힘이 커지는 콘서트 ②모두가 모험을 떠나는 콘서트댓글로 정답과 함께 9.16.(토) & 9.17.(일) 중 원하는 콘서트 관람일을 남겨주세요!👉Hint: 영상을 끝까지 시청해 주세요.· 이벤트 기간 : 2023.08.11.(금) ~ 2023.08.22.(화)· 이벤트 경품 : 모모콘 콘서트 티켓 (100명 / 1인 2매)· 당첨자 발표 : 2023.08.23.(수) (당첨자 발표 동시에 네이버폼 공개)· 네이버폼 당첨자 개인정보 수급일: 2023.08.24.(목)까지· 티켓 수령 방법 : 2023.08.30.(수)※ 당첨자 대상 개인정보에 입력한 연락처로 MMS 개별 통보 : 당첨자 전용 티켓링크 예매페이지 링크 전달[당첨자 발표 안내]📌본 이벤트는 모모콘 웹사이트에서 공동으로 진행하는 이벤트로, 중복 당첨 불가합니다.📌당첨자 발표 시 지정된 기한 내 개인정보를 남기지 않는 경우, 당첨이 자동 취소됩니다.오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드","['#댓글이벤트', '#우리모모콘두구두구두구두구~우리가', '#이벤트', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드']"
78,"진짜 공연 많규나🤩#repost @woorifg.official #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드 #이무진 #Leemujin","['#repost', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드', '#이무진', '#Leemujin']"
79,"230916 우리 모모콘난지 한강공원가을스케두둥둥🖤🤜🤛 모두 메모메모ㅡ라인업 어쩔🤣 #이석훈 #LEESEOKHOON #난지한강공원#서쿤보유국 #가을스케 #시간잘가네😭 #Repost @officialc9ent with @let.repost • • • • • •#Repost @woorifg.official with @use.repost・・・⠀⠀ #우리모모콘두구두구두구두구~2023 우리 모모콘 라인업을 공개합니다👏우리가 모이면 세상에 없던 변화를 일으킬 수 있으니까.모이면 모일수록 선한 힘이 커지는 콘서트우리 모모콘!우리 함께 모이지 않을래요?💙2023.9.16.(토)~9.17.(일)서울 난지 한강공원 젊음의 광장우리금융그룹 인스타그램 채널 내<2023 우리 모모콘 런칭 기념> 이벤트 응모 시추첨을 통해 모모콘 콘서트 티켓을 드립니다.👉지금 바로 참여해보세요!오는 9월, 좋은 음악과 선한 마음으로 채워진우리금융그룹의 첫 번째 사회공헌 콘서트에우리 가족 여러분 모두를 초대합니다💙#우리를위해_우리가바꾼다 #우리가모인다 #우리모모콘 #선한마음 #좋은음악 #사회공헌콘서트 #우리마음속첫번째금융 #우리금융그룹 #우리은행 #우리금융 #우리카드","['#이석훈', '#LEESEOKHOON', '#난지한강공원', '#서쿤보유국', '#가을스케', '#시간잘가네😭', '#Repost', '#Repost', '#우리모모콘두구두구두구두구~2023', '#우리를위해_우리가바꾼다', '#우리가모인다', '#우리모모콘', '#선한마음', '#좋은음악', '#사회공헌콘서트', '#우리마음속첫번째금융', '#우리금융그룹', '#우리은행', '#우리금융', '#우리카드']"
